,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
409,2020-05-07,1588827600,79.9,54.2,67.1,79.9,54.2,67.1,47.9,52.2,0.0,0.0,0.0,,0.0,0.0,16.6,11.1,87.9,1020.5,0.0,9.9,318.9,27.6,10.0,,06:15:43,1588850143,19:47:14,1588898834,0.5,Clear,Clear conditions throughout the day.,clear-day,"['99999953960', 'KBTR', 'KHZR', '72232013970', '72096700457', 'LSU01', '1311W']",obs
410,2020-06-03,1591160400,91.2,72.9,80.7,95.6,72.9,83.0,69.7,70.9,0.0,0.0,0.0,,0.0,0.0,23.9,10.3,149.5,1014.0,46.7,9.5,233.1,20.4,9.0,,06:29:18,1591183758,20:29:27,1591234167,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KATT', 'KAUS', '72064800230', 'KEDC', '72254013904', '72254413958', 'D9418']",obs
411,2021-06-15,1623733200,92.9,69.1,81.3,97.3,69.1,83.5,68.0,66.2,0.0,0.0,0.0,,0.0,0.0,,9.0,49.6,1016.0,26.0,9.9,267.0,23.0,9.0,,05:55:28,1623754528,20:24:04,1623806644,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72340503930', 'SDNA4', '72341613925', '72340313963', 'KLRF', 'KSGT', 'E9770', 'KLIT']",obs
412,2021-06-30,1625029200,92.1,73.1,82.6,98.0,73.1,85.9,70.7,69.1,0.0,0.0,0.0,,0.0,0.0,16.1,12.4,187.8,1018.8,66.3,9.9,265.4,22.8,9.0,,05:59:18,1625050758,20:26:23,1625102783,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72340503930', 'SDNA4', '72341613925', '72340313963', 'KLRF', 'KSGT', 'E9770', 'KLIT']",obs
413,2020-06-12,1591938000,87.3,63.1,76.5,85.3,63.1,75.9,56.0,52.3,0.0,0.0,0.0,,0.0,0.0,26.9,12.6,21.9,1021.3,0.2,9.9,311.0,26.9,10.0,,05:53:26,1591959206,20:08:11,1592010491,0.72,Clear,Clear conditions throughout the day.,clear-day,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
414,2020-06-12,1591938000,87.9,65.1,76.6,86.2,65.1,76.2,58.2,55.8,0.0,0.0,0.0,,0.0,0.0,24.2,16.7,19.1,1020.6,0.1,9.9,344.5,29.6,10.0,,06:02:05,1591959725,20:07:34,1592010454,0.72,Clear,Clear conditions throughout the day.,clear-day,"['72104600460', '99999953960', 'KBTR', 'KHZR', '72232013970', 'LSU01', '1311W']",obs
415,2022-06-22,1655874000,100.0,75.7,87.7,104.5,75.7,91.7,70.4,59.9,0.0,0.0,0.0,,0.0,0.0,7.8,8.8,328.6,1018.8,24.6,9.7,260.0,22.4,9.0,75.0,05:56:34,1655895394,20:25:50,1655947550,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'UAPA4', 'E9770', 'KLIT', 'LNKA4']",obs
416,2020-06-30,1593493200,93.8,75.8,84.4,106.0,75.8,90.5,72.9,69.2,0.0,0.0,0.0,,0.0,0.0,34.3,24.7,180.6,1005.0,19.8,9.9,267.4,23.1,9.0,,06:18:23,1593515903,20:49:20,1593568160,0.34,Clear,Clear conditions throughout the day.,clear-day,"['F2084', '72354013919', '72353013967', 'KTIK', 'E6087', 'KPWA', 'KOKC', '72354403954']",obs
417,2020-06-15,1592197200,90.0,69.0,79.6,92.0,69.0,80.7,66.1,65.7,0.0,0.0,0.0,,0.0,0.0,,10.0,55.5,1021.5,40.2,9.9,328.1,28.2,9.0,,05:55:29,1592218529,20:24:08,1592270648,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'D8400', 'KLIT', 'LNKA4']",obs
418,2022-06-29,1656478800,89.9,63.8,78.0,87.9,63.8,77.2,55.1,48.0,0.0,0.0,0.0,,0.0,0.0,17.2,10.2,69.9,1021.6,10.3,9.9,275.3,23.9,9.0,10.0,05:58:48,1656500328,20:26:26,1656552386,0.02,Clear,Clear conditions throughout the day.,clear-day,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'D2073', 'E9770', 'KLIT']",obs
419,2021-06-05,1622869200,86.0,65.9,76.7,85.7,65.9,76.7,60.2,58.2,0.0,0.0,0.0,,0.0,0.0,25.3,14.1,186.6,1011.4,10.8,9.9,304.9,25.9,10.0,,05:57:26,1622890646,20:45:27,1622943927,0.84,Clear,Clear conditions throughout the day.,clear-day,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
420,2022-06-27,1656306000,100.3,71.1,83.2,105.6,71.1,85.5,68.8,65.4,1.53,100.0,29.17,['rain'],0.0,0.0,41.4,16.8,1.6,1018.0,40.5,9.2,212.7,18.2,8.0,75.0,06:31:32,1656329492,20:36:41,1656380201,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KATT', 'KAUS', '72064800230', 'KEDC', '72254013904', '72254413958', 'D9418', 'E5093']",obs
421,2020-06-30,1593493200,89.5,77.0,82.6,99.1,77.0,87.3,74.0,76.1,0.009,100.0,4.17,['rain'],0.0,0.0,21.8,12.9,216.0,1014.0,20.1,8.9,201.7,17.7,10.0,,05:57:27,1593514647,20:11:33,1593565893,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
422,2023-06-08,1686200400,92.8,71.9,81.0,96.9,71.9,83.3,69.5,70.2,0.021,100.0,12.5,['rain'],0.0,0.0,21.9,10.9,275.0,1008.8,15.0,9.8,259.3,22.4,10.0,60.0,06:02:11,1686222131,20:05:42,1686272742,0.66,Rain,Clear conditions throughout the day with rain.,rain,"['72104600460', '99999953960', 'KBTR', '72232013970', '1311W']",obs
423,2019-06-28,1561698000,92.6,73.1,82.5,99.8,73.1,85.9,71.6,71.8,0.0,0.0,0.0,,0.0,0.0,21.9,14.8,185.5,1017.4,8.3,9.8,273.5,23.6,8.0,,06:17:16,1561720636,20:49:22,1561772962,0.87,Clear,Clear conditions throughout the day.,clear-day,"['F2084', '72354013919', '72353013967', 'KTIK', 'KPWA', 'KOKC', '72354403954']",obs
424,2019-06-26,1561525200,89.5,70.8,79.3,96.9,70.8,81.8,70.3,75.1,0.011,100.0,12.5,['rain'],0.0,0.0,33.3,10.2,126.7,1017.7,39.7,9.1,209.7,18.2,9.0,,06:31:06,1561548666,20:36:32,1561599392,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KATT', 'KAUS', '72064800230', 'E4737', 'KEDC', '72254013904', '72254413958']",obs
425,2021-06-15,1623733200,94.9,73.5,84.3,100.1,73.5,87.8,70.8,67.1,0.0,0.0,0.0,,0.0,0.0,13.9,8.1,9.1,1014.1,3.2,9.1,307.8,26.5,9.0,,05:53:36,1623754416,20:09:10,1623805750,0.18,Clear,Clear conditions throughout the day.,clear-day,"['72078700278', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
426,2022-06-02,1654146000,78.5,52.1,65.1,78.5,52.1,65.1,50.0,64.3,0.0,0.0,0.0,,0.0,0.0,18.3,11.0,346.8,1017.5,0.0,9.1,327.0,28.3,10.0,10.0,05:58:27,1654167507,20:43:24,1654220604,0.11,Clear,Clear conditions throughout the day.,clear-day,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
427,2022-06-10,1654837200,78.2,68.0,72.3,78.2,68.0,72.3,65.1,78.6,0.561,100.0,16.67,['rain'],0.0,0.0,34.4,21.1,110.3,1013.0,91.7,8.8,100.5,8.6,5.0,10.0,05:55:26,1654858526,20:22:01,1654910521,0.37,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'UAPA4', 'E9770', 'KLIT', 'LNKA4']",obs
428,2020-06-05,1591333200,93.4,66.9,81.5,98.9,66.9,84.0,64.8,58.5,0.002,100.0,4.17,['rain'],0.0,0.0,32.2,12.5,175.8,1011.0,14.5,9.9,293.9,25.4,9.0,,06:15:00,1591355700,20:42:43,1591407763,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,"['F2084', '72354013919', '72353013967', 'KTIK', 'KPWA', 'KOKC', '72354403954']",obs
429,2019-06-26,1561525200,89.5,70.8,79.3,96.9,70.8,81.8,70.3,75.1,0.011,100.0,12.5,['rain'],0.0,0.0,33.3,10.2,126.7,1017.7,39.7,9.1,209.7,18.2,9.0,,06:31:06,1561548666,20:36:32,1561599392,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KATT', 'KAUS', '72064800230', 'E4737', 'KEDC', '72254013904', '72254413958']",obs
430,2021-06-05,1622869200,80.0,69.3,73.7,80.0,69.3,73.7,67.8,82.3,0.066,100.0,12.5,['rain'],0.0,0.0,13.6,7.3,99.1,1011.7,63.7,9.0,125.9,10.8,6.0,,06:29:03,1622892543,20:30:20,1622943020,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KATT', 'KAUS', '72064800230', 'C2969', '72254013904', '72254413958', 'D9418', 'E5093']",obs
431,2023-06-20,1687237200,90.2,70.3,80.7,96.1,70.3,83.2,69.6,71.1,0.0,0.0,0.0,,0.0,0.0,16.1,9.4,351.2,1009.8,3.6,9.8,304.5,26.3,9.0,30.0,05:54:16,1687258456,20:10:28,1687309828,0.08,Clear,Clear conditions throughout the day.,clear-day,"['72078700278', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
432,2019-06-28,1561698000,92.8,73.2,82.1,98.9,73.2,85.2,71.0,71.7,0.0,0.0,0.0,,0.0,0.0,16.1,8.9,175.6,1019.0,49.5,8.4,299.9,25.9,10.0,,06:31:45,1561721505,20:36:41,1561772201,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KATT', 'KAUS', '72064800230', 'E4737', 'KEDC', '72254013904', '72254413958']",obs
433,2019-06-26,1561525200,92.7,72.0,81.0,102.9,72.0,85.8,73.1,78.4,0.0,0.0,0.0,,0.0,0.0,19.5,8.8,84.3,1020.4,13.3,9.9,195.6,16.9,9.0,,06:04:27,1561547067,20:10:44,1561597844,0.8,Clear,Clear conditions throughout the day.,clear-day,"['72104600460', 'AV521', '99999953960', 'KBTR', 'KHZR', '72232013970', '72096700457']",obs
434,2020-06-11,1591851600,94.5,63.1,80.0,91.0,63.1,78.4,50.9,40.9,0.0,0.0,0.0,,0.0,0.0,21.9,11.0,38.5,1022.3,2.8,9.9,291.7,25.0,9.0,,06:28:43,1591874923,20:33:00,1591925580,0.69,Clear,Clear conditions throughout the day.,clear-day,"['KATT', 'KAUS', '72064800230', 'KEDC', '72254013904', '72254413958', 'D9418']",obs
435,2020-06-30,1593493200,93.8,75.8,84.4,106.0,75.8,90.5,72.9,69.2,0.0,0.0,0.0,,0.0,0.0,34.3,24.7,180.6,1005.0,19.8,9.9,267.4,23.1,9.0,,06:18:23,1593515903,20:49:20,1593568160,0.34,Clear,Clear conditions throughout the day.,clear-day,"['F2084', '72354013919', '72353013967', 'KTIK', 'E6087', 'KPWA', 'KOKC', '72354403954']",obs
436,2022-06-18,1655528400,99.2,74.0,87.2,100.4,74.0,88.5,65.4,52.2,0.0,0.0,0.0,,0.0,0.0,23.0,11.4,167.9,1014.3,8.3,9.9,278.7,24.2,9.0,30.0,06:29:19,1655551759,20:35:09,1655602509,0.64,Clear,Clear conditions throughout the day.,clear-day,"['KATT', 'KAUS', '72064800230', 'KEDC', '72254013904', '72254413958', 'D9418', 'E5093']",obs
437,2023-06-20,1687237200,93.3,75.2,83.9,106.8,75.2,90.1,72.5,69.1,0.0,0.0,0.0,,0.0,0.0,23.5,15.4,132.2,1007.6,20.6,9.9,326.0,27.9,10.0,100.0,06:15:03,1687259703,20:48:24,1687312104,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72354013919', '72353013967', 'KTIK', 'AV216', 'KPWA', 'KOKC', '72354403954']",obs
438,2020-07-30,1596085200,91.2,77.8,83.8,104.5,77.8,90.6,76.0,78.3,0.065,100.0,8.33,['rain'],0.0,0.0,27.7,14.0,224.9,1016.0,25.5,8.5,249.0,21.5,8.0,,06:22:07,1596108127,19:59:52,1596157192,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72104600460', '99999953960', 'KBTR', 'KHZR', '72232013970', '72096700457', 'LSU01', '1311W']",obs
439,2021-07-27,1627362000,91.8,73.6,80.4,104.6,73.6,84.7,74.6,84.8,0.821,100.0,16.67,['rain'],0.0,0.0,32.2,12.7,197.9,1015.1,28.3,8.9,269.2,23.1,9.0,,06:20:09,1627384809,20:02:06,1627434126,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72104600460', '99999953960', 'KBTR', 'KHZR', '72232013970', '72096700457', 'LSU01', '1311W']",obs
440,2023-07-11,1689051600,97.1,79.0,87.1,109.8,79.0,95.6,75.8,71.0,0.001,100.0,4.17,['rain'],0.0,0.0,16.1,14.6,243.7,1015.0,19.4,9.9,274.2,23.8,10.0,75.0,06:10:47,1689073847,20:09:39,1689124179,0.79,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['72104600460', '99999953960', 'KBTR', '72232013970', '1311W']",obs
441,2021-07-04,1625374800,88.2,68.0,79.1,90.1,68.0,80.0,66.2,67.2,0.0,0.0,0.0,,0.0,0.0,,10.2,183.0,1014.2,12.1,8.9,275.3,23.7,9.0,,06:02:23,1625396543,20:51:51,1625449911,0.83,Clear,Clear conditions throughout the day.,clear-day,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
442,2021-07-04,1625374800,82.6,75.3,78.3,88.4,75.3,80.0,73.3,84.7,1.094,100.0,37.5,['rain'],0.0,0.0,17.2,6.5,108.4,1012.9,76.7,8.7,106.4,9.1,6.0,,06:34:19,1625398459,20:36:35,1625448995,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KATT', 'KRYW', 'KAUS', 'C2969', '72254013904', '72254413958', '72054200166', 'KHYI', 'E5093']",obs
443,2022-07-24,1658638800,101.9,78.0,89.2,105.1,78.0,92.5,69.7,57.5,0.0,0.0,0.0,,0.0,0.0,27.3,16.3,176.4,1014.8,32.0,9.9,264.0,22.6,9.0,75.0,06:44:48,1658663088,20:29:57,1658712597,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KATT', 'KAUS', '72064800230', 'KEDC', '72254013904', '72254413958', 'D9418', 'E5093']",obs
444,2023-07-11,1689051600,97.1,79.0,87.1,109.8,79.0,95.6,75.8,71.0,0.001,100.0,4.17,['rain'],0.0,0.0,16.1,14.6,243.7,1015.0,19.4,9.9,274.2,23.8,10.0,75.0,06:10:47,1689073847,20:09:39,1689124179,0.79,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['72104600460', '99999953960', 'KBTR', '72232013970', '1311W']",obs
445,2022-07-01,1656651600,92.8,73.1,83.2,100.8,73.1,87.0,71.3,69.0,0.0,0.0,0.0,,0.0,0.0,19.0,10.1,195.2,1015.9,46.5,9.9,203.6,17.5,8.0,75.0,05:59:38,1656673178,20:26:22,1656725182,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72340503930', 'SDNA4', '72341613925', '72340313963', 'KLRF', 'KSGT', 'UAPA4', 'E9770', 'KLIT']",obs
446,2021-07-22,1626930000,90.0,75.7,82.0,100.4,75.7,86.6,74.7,79.5,0.0,0.0,0.0,,0.0,0.0,19.9,9.6,249.8,1019.9,18.8,9.9,263.7,22.7,10.0,,06:17:09,1626952629,20:05:03,1627002303,0.45,Clear,Clear conditions throughout the day.,clear-day,"['72104600460', '99999953960', 'KBTR', 'KHZR', '72232013970', '72096700457', 'LSU01', '1311W']",obs
447,2023-07-05,1688533200,90.6,73.3,80.8,99.5,73.3,85.1,73.9,81.2,0.045,100.0,8.33,['rain'],0.0,0.0,12.8,10.3,243.6,1016.5,27.9,9.6,162.8,14.0,10.0,75.0,05:59:21,1688554761,20:11:15,1688605875,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'KJAN']",obs
448,2020-07-28,1595912400,87.7,72.9,78.4,95.7,72.9,80.3,72.2,82.0,0.028,100.0,16.67,['rain'],0.0,0.0,25.3,11.9,117.1,1014.2,46.9,9.6,189.9,16.3,9.0,,06:20:18,1595935218,20:37:33,1595986653,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
449,2021-08-06,1628226000,85.0,70.0,76.3,87.9,70.0,76.9,66.4,72.8,0.051,100.0,16.67,['rain'],0.0,0.0,,6.9,169.4,1018.0,77.6,8.4,117.3,10.3,6.0,,06:23:01,1628248981,20:06:26,1628298386,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'UAPA4', 'E9770', 'KLIT']",obs
450,2019-08-14,1565758800,92.0,77.0,83.9,98.9,77.0,87.7,72.0,69.0,0.0,0.0,0.0,,0.0,0.0,,10.2,50.6,1014.9,40.5,9.9,220.3,19.0,9.0,,06:28:36,1565782116,19:58:28,1565830708,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'E9770', 'LNKA4', 'KLIT']",obs
451,2022-08-07,1659848400,93.4,72.6,82.8,101.1,72.6,87.3,72.8,73.9,0.0,0.0,0.0,,0.0,0.0,11.9,7.5,163.9,1020.1,12.8,9.8,321.8,27.9,10.0,75.0,06:19:34,1659871174,19:53:00,1659919980,0.35,Clear,Clear conditions throughout the day.,clear-day,"['72078700278', 'KJVW', 'MAYM6', '72235413927', 'KHKS', '72235003940', 'KJAN', 'CYSM6']",obs
452,2019-08-03,1564808400,91.1,70.8,79.9,96.9,70.8,82.4,70.3,74.5,0.0,0.0,0.0,,0.0,0.0,,5.8,130.2,1013.4,28.4,9.6,244.9,21.2,10.0,,06:16:41,1564831001,19:56:44,1564880204,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
453,2022-08-17,1660712400,76.9,70.0,72.7,76.9,70.0,72.7,67.6,84.2,1.079,100.0,50.0,['rain'],0.0,0.0,20.8,15.9,56.0,1016.3,98.4,8.1,46.1,3.9,3.0,10.0,06:31:04,1660735864,19:54:43,1660784083,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'UAPA4', 'E9770', 'KLIT', 'LNKA4']",obs
454,2022-08-19,1660885200,85.7,71.8,77.0,93.8,71.8,79.0,73.0,88.4,0.123,100.0,20.83,['rain'],0.0,0.0,13.0,9.8,146.0,1014.2,69.7,8.4,185.0,16.2,9.0,75.0,06:27:31,1660908451,19:40:40,1660956040,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72078700278', 'KJVW', 'MAYM6', '72235413927', 'KHKS', '72235003940', 'KJAN', 'CYSM6']",obs
455,2022-08-16,1660626000,102.7,74.9,88.5,103.2,74.9,89.5,62.0,43.8,0.047,100.0,12.5,['rain'],0.0,0.0,32.2,15.0,229.6,1010.8,35.1,9.8,378.8,32.6,9.0,75.0,06:50:13,1660650613,20:17:57,1660699077,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['F2084', '72354013919', '72353013967', 'KTIK', 'AV216', 'KPWA', 'KOKC', '72354403954']",obs
456,2019-08-14,1565758800,100.9,78.7,88.8,105.0,78.7,93.2,70.0,57.8,0.02,100.0,8.33,['rain'],0.0,0.0,36.2,8.5,151.9,1013.1,24.8,9.8,274.1,23.9,9.0,,06:57:16,1565783836,20:13:38,1565831618,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['KATT', 'KAUS', '72064800230', 'E4737', 'KEDC', '72254013904', '72254413958', 'D9418']",obs
457,2022-08-31,1661922000,88.9,58.8,73.9,87.6,58.8,73.7,60.5,68.3,0.0,0.0,0.0,,0.0,0.0,8.1,6.9,151.9,1018.6,5.8,9.0,245.8,21.4,8.0,10.0,06:50:36,1661946636,19:54:41,1661993681,0.16,Clear,Clear conditions throughout the day.,clear-day,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
458,2021-08-24,1629781200,92.8,74.2,80.3,108.7,74.2,84.1,75.6,86.8,0.01,100.0,8.33,['rain'],0.0,0.0,19.2,12.6,304.6,1015.1,17.1,9.6,166.5,14.7,8.0,,06:36:59,1629805019,19:36:35,1629851795,0.57,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['72104600460', '99999953960', 'KHZR', 'KBTR', '72232013970', '72096700457', 'LSU01', '1311W']",obs
459,2019-08-25,1566709200,99.8,75.8,85.7,106.9,75.8,90.1,72.7,69.4,0.0,0.0,0.0,,0.0,0.0,24.2,9.4,172.3,1009.4,38.0,8.8,228.1,19.7,10.0,,07:03:40,1566734620,20:02:02,1566781322,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KATT', 'KAUS', '72064800230', 'E4737', 'KEDC', '72254013904', '72254413958']",obs
460,2019-08-27,1566882000,92.9,74.7,80.3,105.7,74.7,84.0,74.1,82.6,0.095,100.0,16.67,['rain'],0.0,0.0,27.0,13.2,224.5,1013.0,52.1,8.4,215.3,18.5,9.0,,06:32:27,1566905547,19:31:35,1566952295,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'KJAN']",obs
461,2022-09-08,1662613200,85.7,70.2,76.6,86.9,70.2,77.1,66.5,73.7,0.0,0.0,0.0,,0.0,0.0,18.3,10.4,19.6,1010.2,10.5,9.4,251.0,21.7,8.0,30.0,06:40:12,1662637212,19:16:02,1662682562,0.44,Clear,Clear conditions throughout the day.,clear-day,"['72078700278', 'KJVW', 'MAYM6', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
462,2022-09-14,1663131600,87.8,65.1,76.7,88.0,65.1,76.6,56.2,50.1,0.0,0.0,0.0,,0.0,0.0,26.4,16.0,159.5,1014.7,20.9,9.9,237.0,20.3,8.0,10.0,07:12:05,1663157525,19:38:35,1663202315,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72354013919', '72353013967', 'KTIK', 'AV216', 'KPWA', 'KOKC', '72354403954']",obs
463,2023-09-07,1694062800,92.9,68.9,80.6,94.7,68.9,81.4,64.3,59.9,0.0,0.0,0.0,,0.0,0.0,10.3,10.0,120.5,1014.1,19.5,9.9,105.5,9.0,7.0,10.0,06:46:12,1694087172,19:27:36,1694132856,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72340503930', '72341613925', '72340313963', 'KLRF', 'KSGT', 'E9770', 'KLIT']",obs
464,2020-09-10,1599714000,57.8,51.2,53.9,57.8,51.2,53.9,50.9,89.6,1.292,100.0,58.33,['rain'],0.0,0.0,,13.4,359.0,1025.5,95.8,7.6,66.5,5.7,3.0,,06:59:59,1599739199,19:38:14,1599784694,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
465,2023-09-06,1693976400,92.9,73.5,83.0,102.0,73.5,87.1,71.7,70.5,0.135,100.0,12.5,['rain'],0.0,0.0,20.9,11.2,208.1,1014.5,24.8,9.8,134.7,11.6,9.0,30.0,06:38:49,1694000329,19:18:58,1694045938,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
466,2019-10-07,1570424400,71.9,45.3,58.7,71.9,42.4,58.0,41.9,56.9,0.0,0.0,0.0,,0.0,0.0,,10.8,32.4,1024.5,0.0,9.9,149.5,12.9,6.0,,07:29:33,1570451373,19:05:46,1570493146,0.3,Clear,Clear conditions throughout the day.,clear-day,"['F2084', '72354013919', '72353013967', 'KTIK', 'KPWA', 'KOKC', '72354403954']",obs
467,2023-10-27,1698382800,87.9,70.0,77.1,92.4,70.0,78.5,69.0,78.2,0.0,0.0,0.0,,0.0,0.0,13.9,7.8,105.7,1019.6,49.2,9.6,129.5,11.2,6.0,10.0,07:15:17,1698408917,18:21:34,1698448894,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72104600460', '99999953960', 'KBTR', 'KHZR', '72232013970', '72096700457', '1311W']",obs
468,2019-10-17,1571288400,71.8,38.9,53.9,71.8,36.0,53.4,41.0,65.7,0.0,0.0,0.0,,0.0,0.0,24.2,16.1,150.2,1014.1,0.0,9.9,184.8,15.9,7.0,,07:34:02,1571315642,18:41:28,1571355688,0.63,Clear,Clear conditions throughout the day.,clear-day,"['72456513920', 'KFOE', '72450803997', 'KTOP', 'TS790', 'F1237', '72456013996']",obs
469,2023-10-10,1696914000,83.4,55.5,69.6,81.9,55.5,69.4,50.2,52.2,0.0,0.0,0.0,,0.0,0.0,13.9,7.2,238.6,1012.0,10.7,9.9,140.7,12.0,8.0,10.0,07:00:41,1696939241,18:34:22,1696980862,0.87,Clear,Clear conditions throughout the day.,clear-day,"['72078700278', 'D5633', 'KJVW', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
470,2020-10-12,1602478800,76.8,50.7,62.2,76.8,50.7,62.2,39.9,47.3,0.0,0.0,0.0,,0.0,0.0,42.1,23.7,310.1,1013.2,21.6,9.9,179.4,15.4,7.0,,07:29:46,1602505786,18:47:38,1602546458,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72456513920', 'KFOE', '72450803997', 'F7360', 'KTOP', 'TS790', '72456013996', 'KLWC']",obs
471,2021-10-20,1634706000,81.6,56.7,69.1,85.4,56.7,69.5,62.6,80.1,0.008,100.0,8.33,['rain'],0.0,0.0,17.2,10.6,133.6,1020.2,72.3,9.9,127.0,11.0,6.0,,07:08:21,1634731701,18:22:04,1634772124,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72078700278', 'KJVW', 'MAYM6', '72235413927', 'KHKS', '72235003940', 'MSS10', 'KJAN']",obs
