datetime,dew,humidity,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon,Region,Tornado,Temp_Difference
2022-02-03,60.8,94.3,2.915,34.2,15.7,159.9,1014.0,97.1,6.5,22.8,1.8,2.0,"Rain, Overcast",rain,SOUTHEAST,1,13.0
2022-02-05,26.9,51.2,0.0,27.3,18.0,347.1,1026.1,22.7,9.9,183.3,15.9,7.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,14.399999999999999
2022-02-05,17.1,64.2,0.0,31.1,20.7,188.0,1029.0,0.5,9.9,160.3,13.8,6.0,Clear,clear-day,SOUTH,0,28.200000000000003
2022-02-12,45.2,70.2,0.0,9.6,4.6,3.0,1019.2,89.7,9.9,61.8,5.3,3.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,16.300000000000004
2022-02-15,27.3,74.2,0.067,27.3,12.7,317.2,1013.0,99.6,9.0,48.6,4.2,3.0,"Snow, Rain, Overcast",rain,NORTHERN ROCKIES AND PLAINS,0,8.100000000000001
2022-02-18,31.8,70.3,0.0,24.1,13.1,341.2,1024.6,53.9,9.9,143.3,12.3,7.0,Partially cloudy,partly-cloudy-day,SOUTH,0,11.899999999999999
2022-02-19,7.3,67.8,0.041,36.3,22.6,258.4,1012.5,70.2,6.5,11.7,1.0,1.0,"Snow, Partially cloudy",snow,NORTHEAST,0,21.200000000000003
2022-02-21,51.4,75.1,0.0,20.5,14.6,154.2,1024.1,56.4,9.9,147.0,12.8,6.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,29.000000000000007
2022-02-21,30.1,51.9,0.0,19.0,14.6,207.6,1027.7,27.0,9.9,198.5,17.2,7.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,35.099999999999994
2022-02-21,47.4,82.7,0.498,25.1,8.8,71.3,1023.6,97.8,9.4,22.3,1.8,1.0,"Rain, Overcast",rain,SOUTHEAST,0,6.899999999999999
2022-02-23,26.0,78.0,0.009,25.3,16.9,314.4,1026.1,99.2,9.4,41.5,3.6,2.0,"Snow, Rain, Overcast",rain,OHIO VALLEY,0,23.9
2022-02-25,27.7,75.1,0.057,26.4,13.9,329.2,1029.8,100.0,9.1,39.8,3.5,2.0,"Rain, Overcast",rain,OHIO VALLEY,0,11.200000000000003
2022-03-01,6.8,67.2,0.081,25.9,17.5,178.6,1020.5,88.9,7.2,49.3,4.0,2.0,"Snow, Partially cloudy",snow,NORTHEAST,0,31.0
2022-03-02,31.6,40.0,0.0,26.4,13.9,259.7,1016.6,46.5,9.9,106.9,9.2,6.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,19.999999999999993
2022-03-03,31.8,51.6,0.012,24.2,11.4,331.9,1021.1,83.3,9.9,92.6,8.0,4.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,23.9
2022-03-06,52.9,67.8,0.053,35.1,21.4,216.2,1014.3,79.1,9.7,111.2,9.4,6.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,18.300000000000004
2022-03-06,62.3,67.4,0.002,30.8,20.5,186.1,1014.4,93.8,9.9,75.3,6.4,5.0,"Rain, Overcast",rain,SOUTH,1,12.900000000000006
2022-03-09,48.6,84.7,0.447,32.2,12.2,322.2,1012.3,82.4,6.7,62.0,5.2,2.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,6.199999999999996
2022-03-16,57.6,72.9,0.0,26.4,15.0,201.3,1014.7,79.4,9.2,197.9,17.1,9.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,1,16.000000000000007
2022-03-17,56.4,79.5,0.0,29.5,17.9,167.0,1008.1,77.4,8.0,58.6,5.1,2.0,Partially cloudy,partly-cloudy-day,SOUTH,0,17.900000000000006
2022-03-18,59.4,87.4,2.059,30.8,14.9,138.5,1016.3,87.7,5.7,125.0,10.7,7.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,20.10000000000001
2022-03-18,47.0,77.9,0.385,27.7,17.2,247.3,1003.8,91.2,8.5,62.8,5.4,4.0,"Rain, Overcast",rain,OHIO VALLEY,1,20.699999999999996
2022-03-20,33.5,56.7,0.0,21.9,13.7,212.3,1020.5,0.0,9.9,219.3,18.9,8.0,Clear,clear-day,OHIO VALLEY,0,37.099999999999994
2022-03-25,36.6,53.9,0.0,20.8,13.8,326.5,1017.8,38.2,9.9,186.5,16.2,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,26.999999999999993
2022-03-25,31.4,47.2,0.0,21.9,13.7,33.0,1019.0,4.4,9.9,253.7,21.9,9.0,Clear,clear-day,SOUTH,0,32.8
2022-03-26,29.6,44.6,0.0,25.3,12.3,291.0,1007.0,37.6,9.9,216.5,18.7,8.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,16.0
2022-03-26,22.5,46.8,0.0,21.9,11.8,357.0,1020.8,0.0,9.9,217.4,18.8,8.0,Clear,clear-day,SOUTH,0,27.500000000000004
2022-03-27,40.8,47.6,0.0,19.8,11.5,239.6,1017.3,8.9,9.9,251.6,21.7,8.0,Clear,clear-day,SOUTH,0,36.1
2022-03-30,49.9,50.0,0.826,45.7,30.0,176.6,1005.0,55.5,9.1,168.4,14.4,7.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,21.400000000000006
2022-03-30,38.7,62.7,0.04,42.1,30.3,331.5,1000.8,54.4,9.9,116.1,10.0,4.0,"Rain, Partially cloudy",rain,SOUTH,1,20.400000000000006
2022-03-30,47.1,83.5,1.264,36.2,22.8,164.2,996.7,91.4,8.3,24.6,2.1,1.0,"Rain, Overcast",rain,OHIO VALLEY,1,20.799999999999997
2022-03-31,62.4,81.7,0.546,42.8,24.5,194.3,1007.3,90.1,8.6,48.7,4.1,2.0,"Rain, Overcast",rain,SOUTHEAST,1,6.199999999999989
2022-03-31,46.0,68.0,0.855,40.1,24.8,169.5,1002.6,86.0,8.8,46.5,4.0,4.0,"Rain, Partially cloudy",rain,NORTHEAST,1,33.300000000000004
2022-04-01,36.0,49.6,0.0,23.0,12.9,292.7,1015.0,9.2,9.9,257.6,22.4,9.0,Clear,clear-day,SOUTHEAST,0,18.500000000000007
2022-04-02,49.1,50.7,0.0,24.2,9.4,22.1,1014.8,17.6,9.8,267.8,23.2,9.0,Clear,clear-day,SOUTH,0,26.1
2022-04-03,23.2,62.4,0.0,16.8,8.2,336.4,1012.5,66.9,9.6,131.2,11.2,5.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,20.300000000000004
2022-04-03,30.9,68.5,0.007,17.2,11.4,222.9,1010.2,55.4,9.9,112.2,9.6,6.0,"Rain, Partially cloudy",rain,NORTHEAST,0,19.1
2022-04-04,63.8,77.7,0.0,27.7,13.3,141.4,1007.0,88.6,8.7,82.8,7.1,3.0,Partially cloudy,partly-cloudy-day,SOUTH,1,13.599999999999994
2022-04-05,58.4,86.8,1.969,37.4,14.2,167.2,1006.8,76.5,8.3,22.0,1.8,1.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,11.600000000000009
2022-04-05,63.4,79.7,1.452,41.4,18.1,195.3,1003.8,61.8,9.1,194.4,16.8,8.0,"Rain, Partially cloudy",rain,SOUTH,1,17.799999999999997
2022-04-08,33.5,41.9,0.0,35.6,22.5,297.9,1017.9,0.0,9.9,305.7,26.5,10.0,Clear,clear-day,SOUTH,0,20.199999999999996
2022-04-10,8.0,14.0,0.0,40.6,24.9,261.0,1001.3,32.0,9.9,206.7,17.9,8.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,14.499999999999993
2022-04-12,63.4,73.3,0.054,33.1,21.6,182.4,1010.4,93.4,9.6,133.0,11.4,7.0,"Rain, Overcast",rain,SOUTH,1,12.799999999999997
2022-04-13,59.7,84.3,0.874,35.6,24.2,177.4,1005.2,79.0,8.9,25.6,2.2,1.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,7.299999999999997
2022-04-15,36.1,46.4,0.0,21.3,13.6,162.2,1021.6,59.3,9.9,302.1,26.2,9.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,22.5
2022-04-15,27.7,31.6,0.011,35.3,16.1,252.0,1017.1,19.7,9.9,246.8,21.3,9.0,Rain,rain,NORTHEAST,0,18.299999999999997
2022-04-16,24.3,37.2,0.0,25.5,13.9,8.5,1020.7,7.1,9.9,266.0,22.9,8.0,Clear,clear-day,OHIO VALLEY,0,16.799999999999997
2022-04-16,58.3,80.2,0.3,29.1,17.0,66.6,1015.5,100.0,8.3,35.6,2.9,2.0,"Rain, Overcast",rain,SOUTH,0,11.199999999999996
2022-04-17,64.8,92.9,1.362,30.9,9.3,108.1,1012.6,77.5,6.2,125.2,10.8,7.0,"Rain, Partially cloudy",rain,SOUTH,1,15.099999999999994
2022-04-18,32.4,64.0,1.134,34.3,27.4,57.0,1021.5,49.3,8.2,67.7,5.7,2.0,"Rain, Partially cloudy",rain,NORTHEAST,0,9.399999999999999
2022-04-18,31.4,76.1,0.229,38.1,21.1,312.5,1018.4,98.8,8.8,34.7,3.0,1.0,"Snow, Rain, Overcast",snow,OHIO VALLEY,0,12.5
2022-04-19,27.5,68.0,0.011,34.5,19.5,298.4,1018.1,94.8,8.8,129.1,11.2,4.0,"Snow, Rain, Overcast",rain,UPPER MIDWEST,0,9.100000000000001
2022-04-19,36.5,46.4,0.0,37.9,25.6,154.9,1018.5,44.1,9.9,235.7,20.6,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,24.999999999999993
2022-04-20,46.8,59.7,0.0,25.9,16.8,111.1,1023.9,22.5,9.9,286.8,24.5,9.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,35.900000000000006
2022-04-21,48.1,73.7,0.14,26.6,15.0,193.8,1012.5,70.1,9.8,52.1,4.4,2.0,"Rain, Partially cloudy",rain,WEST,1,14.5
2022-04-22,47.5,62.6,0.031,45.0,29.9,99.8,1002.6,58.8,9.8,200.7,17.2,7.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,24.9
2022-04-23,56.8,60.5,0.339,50.1,31.6,179.0,1003.5,69.5,9.8,103.7,9.1,6.0,"Rain, Partially cloudy",rain,SOUTH,1,17.0
2022-04-23,54.8,77.9,0.322,39.0,24.4,153.1,1000.8,71.2,9.5,70.0,6.0,3.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,20.1
2022-04-24,47.0,63.8,0.022,32.2,20.9,37.6,1012.0,82.4,9.9,100.2,8.7,4.0,"Rain, Partially cloudy",rain,SOUTH,1,14.0
2022-04-25,56.6,68.6,0.252,42.5,19.3,238.1,1015.4,78.5,9.7,123.0,10.6,6.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,19.400000000000006
2022-04-27,40.0,39.4,0.0,35.1,23.6,171.2,1017.3,25.6,9.9,262.3,22.9,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,27.6
2022-04-27,58.2,67.7,0.0,19.7,10.5,138.3,1020.2,69.4,9.7,150.3,13.0,6.0,Partially cloudy,partly-cloudy-day,SOUTH,0,17.999999999999993
2022-04-29,56.5,59.8,0.0,29.5,15.3,124.2,1017.7,63.9,9.9,230.4,19.9,9.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,1,20.599999999999994
2022-04-30,55.2,68.3,0.085,45.8,30.8,182.7,1005.8,58.9,9.9,149.2,12.9,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,20.199999999999996
2022-05-04,68.1,69.3,0.0,28.9,13.5,151.7,1010.9,74.6,9.1,184.3,16.0,7.0,Partially cloudy,partly-cloudy-day,SOUTH,1,15.200000000000003
2022-05-05,69.9,82.1,0.38,37.2,12.4,192.4,1009.1,74.1,7.8,120.3,10.4,6.0,"Rain, Partially cloudy",rain,SOUTH,1,15.700000000000003
2022-05-06,66.1,73.0,0.006,36.6,21.6,202.9,1008.1,61.2,7.9,195.3,16.9,7.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,15.900000000000006
2022-05-09,57.6,62.8,0.0,25.9,14.1,66.6,1016.9,26.2,9.9,303.2,26.2,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,1,17.10000000000001
2022-05-10,68.0,74.6,0.0,24.2,9.2,145.5,1019.4,40.7,8.8,266.1,22.9,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,15.100000000000009
2022-05-10,68.9,73.2,0.0,18.1,11.1,112.6,1018.8,12.8,9.7,310.3,26.9,10.0,Clear,clear-day,SOUTH,0,19.5
2022-05-10,62.6,66.4,0.0,19.9,12.4,162.3,1018.6,59.3,9.9,131.8,11.5,7.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,22.200000000000003
2022-05-10,22.6,37.6,0.0,27.1,15.7,330.7,1010.9,59.4,9.9,284.5,24.5,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,25.700000000000003
2022-05-10,59.6,62.9,0.0,24.2,13.0,172.2,1020.9,22.1,9.9,298.8,25.7,9.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,24.599999999999994
2022-05-10,73.5,70.5,0.0,32.2,19.6,175.3,1009.1,47.7,8.6,249.1,21.4,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,15.700000000000003
2022-05-10,44.2,41.0,0.0,23.3,13.5,141.7,1022.2,22.6,9.9,294.7,25.5,9.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,27.199999999999996
2022-05-10,46.0,48.3,0.0,21.9,14.5,352.1,1014.3,39.7,9.9,249.8,21.5,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,21.799999999999997
2022-05-10,51.6,54.8,0.0,23.0,13.4,41.0,1020.5,4.6,9.9,315.1,27.3,10.0,Clear,clear-day,SOUTHEAST,0,27.099999999999994
2022-05-14,52.3,58.0,0.032,25.3,18.3,314.8,1013.9,14.5,9.9,299.7,25.8,9.0,Rain,rain,NORTHERN ROCKIES AND PLAINS,0,37.099999999999994
2022-05-14,58.6,62.3,0.332,37.8,18.0,178.8,1012.5,16.4,9.5,226.7,19.6,9.0,Rain,rain,UPPER MIDWEST,0,24.000000000000007
2022-05-14,65.9,77.8,0.0,16.1,12.6,122.4,1014.4,50.3,9.8,256.8,22.2,8.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,20.200000000000003
2022-05-14,60.7,74.5,1.189,26.5,12.6,213.8,1013.5,26.8,9.4,247.5,21.7,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,20.999999999999993
2022-05-14,1.7,8.8,0.0,38.0,16.6,323.4,1014.9,0.2,9.9,335.2,29.0,10.0,Clear,clear-day,SOUTHWEST,0,38.3
2022-05-19,62.7,81.6,0.013,33.3,16.1,139.1,1002.5,36.0,7.7,148.8,12.7,6.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,14.699999999999996
2022-05-20,63.6,61.9,0.0,36.5,22.8,192.9,999.5,36.1,9.9,214.3,18.6,7.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,1,18.200000000000003
2022-05-20,62.2,90.1,0.434,34.4,12.5,85.6,1011.6,48.8,6.9,960.0,84.0,10.0,"Rain, Partially cloudy",rain,NORTHEAST,1,28.200000000000003
2022-05-22,61.3,83.2,0.126,17.9,12.5,305.2,1020.9,90.9,9.2,79.0,7.0,2.0,"Rain, Overcast",rain,OHIO VALLEY,0,7.999999999999993
2022-05-22,30.5,48.4,0.0,25.9,17.7,320.0,1026.2,71.0,9.9,125.0,10.7,6.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,17.6
2022-05-22,62.9,76.7,0.031,21.9,15.0,279.1,1019.6,63.2,9.8,96.8,8.4,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,16.80000000000001
2022-05-22,27.0,55.6,0.0,41.3,24.8,160.8,1021.6,47.0,9.9,193.5,16.6,8.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,28.0
2022-05-22,31.6,16.6,0.0,22.9,16.5,234.9,1009.5,23.8,9.9,347.2,29.9,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,24.0
2022-05-22,25.1,33.8,0.0,21.9,14.3,356.2,1017.6,10.7,9.9,299.4,26.0,10.0,Clear,clear-day,WEST,0,38.49999999999999
2022-05-25,67.3,84.6,0.708,21.7,14.6,131.4,1016.1,78.1,9.0,66.4,5.7,4.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,9.899999999999991
2022-05-25,53.8,61.8,1.12,40.5,13.3,320.0,1010.3,28.1,9.1,288.1,25.1,9.0,"Rain, Partially cloudy",rain,SOUTH,1,22.299999999999997
2022-05-26,62.9,83.4,0.753,31.1,15.2,154.8,1010.0,89.7,8.9,53.3,4.5,3.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,9.400000000000006
2022-05-27,53.8,69.5,0.0,24.2,16.0,167.2,1012.6,1.3,8.1,304.5,26.3,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,1,38.900000000000006
2022-05-28,59.9,61.5,0.0,40.1,24.7,162.9,1005.8,0.5,9.9,237.0,20.4,8.0,Clear,clear-day,SOUTH,0,23.400000000000006
2022-05-28,59.5,68.2,0.0,15.9,10.1,120.3,1013.2,45.7,9.8,266.3,23.0,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,24.9
2022-05-28,58.6,81.8,0.031,16.8,8.0,255.3,1012.9,81.9,9.7,93.2,8.0,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,14.099999999999994
2022-05-28,56.3,72.0,0.0,12.3,7.5,343.8,1014.7,81.5,9.3,125.2,10.7,4.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,12.0
2022-05-28,62.5,80.8,0.14,45.9,8.3,260.8,1007.8,72.4,9.6,183.0,15.7,9.0,"Rain, Partially cloudy",rain,NORTHEAST,0,11.199999999999989
2022-05-28,60.8,58.9,0.0,38.9,27.1,170.1,1006.1,25.7,9.9,240.7,21.0,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,22.5
2022-05-28,59.8,66.6,0.0,10.7,6.8,33.5,1013.2,0.1,9.9,350.3,30.1,10.0,Clear,clear-day,SOUTH,0,27.800000000000004
2022-05-29,63.6,57.1,0.0,44.3,26.9,167.7,997.8,0.0,9.9,248.1,21.4,8.0,Clear,clear-day,SOUTH,0,15.700000000000003
2022-05-29,66.8,60.0,0.0,33.0,19.5,169.1,1005.6,34.9,9.7,279.0,24.0,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,22.799999999999997
2022-05-29,51.2,58.9,0.0,21.9,15.9,100.0,1016.1,46.9,9.9,198.7,17.2,6.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,12.300000000000004
2022-05-30,63.0,58.0,0.0,45.7,28.4,181.6,999.9,53.7,9.6,180.5,15.7,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,1,16.900000000000006
2022-05-30,54.0,80.9,0.321,39.3,28.7,350.0,994.4,74.3,9.6,87.2,7.6,4.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,7.199999999999996
2022-06-01,37.2,55.5,0.0,19.7,12.7,307.2,1019.8,0.0,9.9,302.0,26.2,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,31.0
2022-06-01,68.8,70.8,0.0,11.0,6.7,291.4,1014.3,31.7,9.8,322.1,27.8,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,24.89999999999999
2022-06-01,47.1,53.5,0.0,21.0,10.6,319.9,1014.5,47.2,9.9,209.8,18.1,6.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,15.100000000000001
2022-06-01,72.7,81.8,0.02,28.9,8.8,141.4,1014.9,53.1,9.3,214.5,18.4,8.0,"Rain, Partially cloudy",rain,SOUTH,0,17.799999999999997
2022-06-01,71.6,67.5,0.0,29.8,14.8,144.3,1011.7,60.1,9.8,243.8,21.1,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,17.0
2022-06-01,34.2,46.1,0.0,31.8,20.8,283.1,1018.6,25.1,9.9,303.0,26.1,9.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,32.5
2022-06-02,67.8,65.8,0.0,30.0,13.3,61.8,1012.9,45.6,9.8,236.5,20.5,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,16.700000000000003
2022-06-02,40.3,47.0,0.001,35.4,22.8,164.7,1012.2,38.5,9.9,322.4,27.8,9.0,"Rain, Partially cloudy",rain,SOUTHWEST,0,28.10000000000001
2022-06-02,66.8,82.6,0.232,27.2,13.8,245.0,1009.9,80.2,9.7,132.1,11.7,6.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,13.299999999999997
2022-06-02,66.9,86.1,1.4,18.8,13.5,12.9,1014.2,85.1,9.1,34.9,3.0,2.0,"Rain, Partially cloudy",rain,SOUTH,0,6.0
2022-06-02,26.9,11.9,0.0,18.3,10.9,289.1,1004.7,7.0,9.9,353.8,30.6,10.0,Clear,clear-day,SOUTHWEST,0,27.30000000000001
2022-06-02,71.3,77.8,0.163,20.8,9.7,301.9,1012.6,34.9,9.7,274.6,24.0,10.0,"Rain, Partially cloudy",rain,SOUTH,0,22.5
2022-06-02,36.5,41.2,0.0,31.1,24.0,295.9,1015.6,11.1,9.9,353.5,30.4,10.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,31.200000000000003
2022-06-05,62.9,79.2,0.177,32.3,14.9,139.8,1005.8,34.6,9.4,177.1,15.3,7.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,21.0
2022-06-06,63.6,67.7,0.049,31.5,14.8,162.4,1010.2,60.6,9.1,133.5,11.6,7.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,15.100000000000009
2022-06-10,68.1,56.7,0.0,24.2,14.8,195.1,1010.9,12.8,9.7,278.5,24.1,9.0,Clear,clear-day,SOUTH,0,24.599999999999994
2022-06-17,69.5,70.1,0.134,38.2,8.4,272.2,1013.2,58.7,9.4,302.6,26.2,10.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,26.099999999999994
2022-06-18,46.3,47.8,0.0,31.5,18.7,355.5,1018.6,8.0,9.9,344.4,29.8,10.0,Clear,clear-day,OHIO VALLEY,0,18.1
2022-06-18,44.3,39.2,0.0,29.9,17.7,26.8,1020.0,6.9,9.9,231.4,20.0,10.0,Clear,clear-day,OHIO VALLEY,0,17.1
2022-06-22,55.4,86.9,0.692,32.0,14.4,110.4,1022.1,94.9,8.5,61.5,5.1,3.0,"Rain, Overcast",rain,SOUTHWEST,0,8.0
2022-06-22,68.6,57.6,0.0,18.8,7.7,162.8,1017.5,22.1,9.9,273.1,23.5,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,24.099999999999994
2022-06-22,60.4,52.6,0.0,16.3,6.4,299.2,1015.1,7.3,9.7,345.8,30.0,10.0,Clear,clear-day,SOUTHEAST,0,34.0
2022-06-24,63.5,55.1,0.011,27.6,17.9,163.0,1011.5,50.1,9.9,184.0,15.9,9.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,21.60000000000001
2022-06-26,70.9,66.5,0.512,41.9,17.2,3.5,1016.0,23.8,9.0,272.5,23.5,9.0,"Rain, Partially cloudy",rain,SOUTH,1,24.099999999999994
2022-06-27,48.4,47.0,0.0,26.2,16.4,256.0,1022.4,27.0,9.9,238.2,20.8,10.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,27.099999999999994
2022-06-28,54.4,47.5,0.0,19.7,13.6,55.9,1021.9,31.8,9.9,269.7,23.4,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,19.5
2022-06-29,51.4,57.8,0.0,4.9,5.8,4.7,1022.9,0.0,9.9,314.9,27.5,10.0,Clear,clear-day,OHIO VALLEY,0,34.99999999999999
2022-06-29,70.3,82.0,0.257,19.7,12.4,90.8,1022.0,81.3,8.8,161.2,14.1,8.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,15.200000000000003
2022-06-29,56.2,52.1,0.0,31.1,19.2,152.0,1016.2,1.5,9.9,226.5,19.6,9.0,Clear,clear-day,UPPER MIDWEST,0,30.89999999999999
2022-06-29,58.1,47.3,0.0,38.0,24.1,197.7,1016.9,0.0,9.9,329.0,28.5,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,27.0
2022-07-01,61.6,65.9,0.07,19.5,13.9,347.4,1015.6,56.0,9.3,103.9,9.1,7.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,10.400000000000006
2022-07-01,69.7,62.5,0.0,17.2,7.7,123.0,1012.5,30.9,9.9,270.9,23.4,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,20.200000000000003
2022-07-01,56.4,58.2,0.0,20.8,11.4,209.9,1015.1,11.1,9.9,246.4,21.2,10.0,Clear,clear-day,NORTHEAST,0,31.199999999999996
2022-07-03,69.7,79.9,0.0,23.0,15.0,152.3,1015.3,61.3,8.3,206.1,18.0,9.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,1,20.299999999999997
2022-07-04,72.7,77.9,0.01,19.0,11.6,238.8,1018.6,56.7,8.2,199.6,17.3,8.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,18.5
2022-07-04,71.4,73.4,0.452,30.1,15.9,173.6,1011.4,57.5,8.6,146.7,12.6,7.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,20.69999999999999
2022-07-07,51.7,55.6,0.09,34.1,20.5,350.4,1015.3,62.9,9.8,183.4,15.9,9.0,"Rain, Partially cloudy",rain,SOUTHWEST,1,28.400000000000006
2022-07-10,47.8,55.6,0.047,29.1,18.3,306.3,1020.9,26.9,9.9,237.2,20.2,9.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,0,24.999999999999993
2022-07-13,63.8,56.4,0.006,49.4,11.2,259.8,1011.1,7.2,9.9,278.5,24.0,10.0,Rain,rain,NORTHEAST,1,15.899999999999991
2022-07-14,57.6,37.8,0.0,20.8,13.9,127.8,1015.2,8.4,9.9,322.3,28.0,10.0,Clear,clear-day,SOUTH,0,26.0
2022-07-14,72.0,76.3,0.014,12.8,7.9,186.6,1017.2,42.3,9.9,226.6,19.6,8.0,"Rain, Partially cloudy",rain,SOUTH,0,16.10000000000001
2022-07-14,67.9,58.1,0.0,19.7,11.3,124.7,1017.7,40.8,9.9,255.3,22.0,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,21.200000000000003
2022-07-15,69.8,66.2,0.021,25.3,14.9,118.4,1012.9,57.4,9.4,168.8,14.6,9.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,18.599999999999994
2022-07-16,67.7,86.6,0.801,17.0,11.7,102.5,1017.1,94.9,7.6,120.8,10.5,6.0,"Rain, Overcast",rain,OHIO VALLEY,0,10.200000000000003
2022-07-21,51.0,47.0,0.005,23.9,13.5,174.2,1013.8,5.5,9.9,277.0,23.9,9.0,Rain,rain,SOUTHWEST,0,24.700000000000003
2022-07-21,59.2,27.2,0.0,24.2,18.5,254.9,1006.9,76.7,9.8,289.9,25.1,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,18.0
2022-07-23,70.0,74.0,0.668,32.1,12.8,189.2,1010.9,43.8,9.5,177.5,15.2,7.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,16.900000000000006
2022-07-24,65.0,44.8,0.0,30.0,15.6,234.6,1009.3,72.6,9.8,185.6,15.8,6.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,18.5
2022-07-24,71.4,77.4,0.231,28.0,17.0,211.7,1013.8,58.7,9.7,49.2,4.3,2.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,10.700000000000003
